simulation,faulted_line,first_cascade_time,first_cascade_component,first_cascade_reason,num_cascade_events
Line 16 - 19_load=1.0829_wind=0.4527_0.3378_0.9031,Line 16 - 19,1.98,G 04,Over-Speed,18
Line 21 - 22_load=1.0829_wind=0.4527_0.3378_0.9031,Line 21 - 22,2.42,NSG_2,OverVoltage,1
Line 28 - 29_load=1.0829_wind=0.4527_0.3378_0.9031,Line 28 - 29,1.72,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0927_wind=0.5017_0.5813_0.9146,Line 01 - 02,1.79,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0927_wind=0.5017_0.5813_0.9146,Line 01 - 39,1.97,Line 08 - 09DR1,,4
Line 02 - 25_load=1.0927_wind=0.5017_0.5813_0.9146,Line 02 - 25,2.26,NSG_2,OverVoltage,18
Line 05 - 08_load=1.0927_wind=0.5017_0.5813_0.9146,Line 05 - 08,1.62,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0927_wind=0.5017_0.5813_0.9146,Line 06 - 07,1.62,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0927_wind=0.5017_0.5813_0.9146,Line 08 - 09,2.23,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0927_wind=0.5017_0.5813_0.9146,Line 09 - 39,2.65,Line 01 - 02DR1,,4
Line 15 - 16_load=1.0927_wind=0.5017_0.5813_0.9146,Line 15 - 16,2.17,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0927_wind=0.5017_0.5813_0.9146,Line 16 - 19,2.0,G 04,Over-Speed,18
Line 21 - 22_load=1.0927_wind=0.5017_0.5813_0.9146,Line 21 - 22,2.47,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0927_wind=0.5017_0.5813_0.9146,Line 28 - 29,1.72,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8045_wind=0.4874_0.2772_0.9622,Line 01 - 02,2.01,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8045_wind=0.4874_0.2772_0.9622,Line 01 - 39,2.22,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8045_wind=0.4874_0.2772_0.9622,Line 02 - 25,2.14,NSG_2,OverVoltage,1
Line 08 - 09_load=0.8045_wind=0.4874_0.2772_0.9622,Line 08 - 09,2.95,Line 01 - 39DR2,,3
Line 09 - 39_load=0.8045_wind=0.4874_0.2772_0.9622,Line 09 - 39,2.69,Line 01 - 39DR2,,3
Line 15 - 16_load=0.8045_wind=0.4874_0.2772_0.9622,Line 15 - 16,2.03,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8045_wind=0.4874_0.2772_0.9622,Line 16 - 17,2.28,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8045_wind=0.4874_0.2772_0.9622,Line 16 - 19,1.84,G 05,Over-Speed,17
Line 16 - 21_load=0.8045_wind=0.4874_0.2772_0.9622,Line 16 - 21,2.14,NSG_2,OverVoltage,1
Line 28 - 29_load=0.8045_wind=0.4874_0.2772_0.9622,Line 28 - 29,2.25,NSG_2,OverVoltage,1
Line 01 - 02_load=0.8635_wind=0.8969_0.2901_0.5119,Line 01 - 02,1.87,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8635_wind=0.8969_0.2901_0.5119,Line 01 - 39,2.01,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8635_wind=0.8969_0.2901_0.5119,Line 02 - 25,2.17,NSG_2,OverVoltage,1
Line 08 - 09_load=0.8635_wind=0.8969_0.2901_0.5119,Line 08 - 09,2.24,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8635_wind=0.8969_0.2901_0.5119,Line 09 - 39,2.49,Line 01 - 02DR1,,4
Line 15 - 16_load=0.8635_wind=0.8969_0.2901_0.5119,Line 15 - 16,2.08,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8635_wind=0.8969_0.2901_0.5119,Line 16 - 17,2.4,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8635_wind=0.8969_0.2901_0.5119,Line 16 - 19,1.84,G 05,Over-Speed,1
Line 28 - 29_load=0.8635_wind=0.8969_0.2901_0.5119,Line 28 - 29,2.27,NSG_2,OverVoltage,1
Line 01 - 02_load=1.0067_wind=0.4718_0.2656_0.9861,Line 01 - 02,1.97,NSG_2,OverVoltage,3
Line 02 - 25_load=1.0067_wind=0.4718_0.2656_0.9861,Line 02 - 25,2.22,NSG_2,OverVoltage,18
Line 03 - 04_load=1.0067_wind=0.4718_0.2656_0.9861,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 05 - 08_load=1.0067_wind=0.4718_0.2656_0.9861,Line 05 - 08,2.99,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0067_wind=0.4718_0.2656_0.9861,Line 06 - 07,3.03,Line 01 - 39DR2,,4
Line 06 - 11_load=1.0067_wind=0.4718_0.2656_0.9861,Line 06 - 11,3.06,Line 01 - 39DR2,,4
Line 07 - 08_load=1.0067_wind=0.4718_0.2656_0.9861,Line 07 - 08,3.02,Line 01 - 39DR2,,4
Line 08 - 09_load=1.0067_wind=0.4718_0.2656_0.9861,Line 08 - 09,1.87,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0067_wind=0.4718_0.2656_0.9861,Line 09 - 39,1.94,Line 01 - 02DR1,,4
Line 10 - 11_load=1.0067_wind=0.4718_0.2656_0.9861,Line 10 - 11,3.03,Line 01 - 39DR2,,4
Line 15 - 16_load=1.0067_wind=0.4718_0.2656_0.9861,Line 15 - 16,2.06,NSG_2,OverVoltage,4
Line 16 - 17_load=1.0067_wind=0.4718_0.2656_0.9861,Line 16 - 17,2.32,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0067_wind=0.4718_0.2656_0.9861,Line 16 - 19,1.83,G 04,Over-Speed,20
Line 16 - 21_load=1.0067_wind=0.4718_0.2656_0.9861,Line 16 - 21,2.18,NSG_2,OverVoltage,4
Line 16 - 24_load=1.0067_wind=0.4718_0.2656_0.9861,Line 16 - 24,2.19,NSG_2,OverVoltage,1
Line 17 - 18_load=1.0067_wind=0.4718_0.2656_0.9861,Line 17 - 18,2.19,NSG_2,OverVoltage,1
Line 21 - 22_load=1.0067_wind=0.4718_0.2656_0.9861,Line 21 - 22,2.13,Line 23 - 24DR2,,24
Line 26 - 28_load=1.0067_wind=0.4718_0.2656_0.9861,Line 26 - 28,2.37,NSG_2,OverVoltage,1
Line 26 - 29_load=1.0067_wind=0.4718_0.2656_0.9861,Line 26 - 29,2.33,NSG_2,OverVoltage,1
Line 28 - 29_load=1.0067_wind=0.4718_0.2656_0.9861,Line 28 - 29,1.67,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0641_wind=0.8629_0.3391_0.3037,Line 01 - 02,1.87,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0641_wind=0.8629_0.3391_0.3037,Line 01 - 39,2.1,Line 08 - 09DR1,,4
Line 02 - 03_load=1.0641_wind=0.8629_0.3391_0.3037,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=1.0641_wind=0.8629_0.3391_0.3037,Line 02 - 25,2.24,NSG_2,OverVoltage,1
Line 08 - 09_load=1.0641_wind=0.8629_0.3391_0.3037,Line 08 - 09,2.91,NSG_2,OverVoltage,3
Line 09 - 39_load=1.0641_wind=0.8629_0.3391_0.3037,Line 09 - 39,2.63,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0641_wind=0.8629_0.3391_0.3037,Line 15 - 16,2.13,NSG_2,OverVoltage,1
Line 16 - 19_load=1.0641_wind=0.8629_0.3391_0.3037,Line 16 - 19,1.93,G 04,Over-Speed,20
Line 21 - 22_load=1.0641_wind=0.8629_0.3391_0.3037,Line 21 - 22,2.46,NSG_2,OverVoltage,49
Line 28 - 29_load=1.0641_wind=0.8629_0.3391_0.3037,Line 28 - 29,1.7,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8102_wind=0.6078_0.9514_0.2514,Line 01 - 02,1.86,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8102_wind=0.6078_0.9514_0.2514,Line 01 - 39,2.03,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8102_wind=0.6078_0.9514_0.2514,Line 02 - 25,2.15,NSG_2,OverVoltage,1
Line 08 - 09_load=0.8102_wind=0.6078_0.9514_0.2514,Line 08 - 09,2.95,Line 01 - 39DR2,,3
Line 09 - 39_load=0.8102_wind=0.6078_0.9514_0.2514,Line 09 - 39,2.63,Line 01 - 39DR2,,3
Line 15 - 16_load=0.8102_wind=0.6078_0.9514_0.2514,Line 15 - 16,2.11,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8102_wind=0.6078_0.9514_0.2514,Line 16 - 17,2.41,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8102_wind=0.6078_0.9514_0.2514,Line 16 - 19,1.85,G 05,Over-Speed,17
Line 28 - 29_load=0.8102_wind=0.6078_0.9514_0.2514,Line 28 - 29,2.24,NSG_2,OverVoltage,1
Line 01 - 02_load=0.9465_wind=0.0357_0.7969_0.8459,Line 01 - 02,2.03,NSG_2,OverVoltage,3
Line 01 - 39_load=0.9465_wind=0.0357_0.7969_0.8459,Line 01 - 39,1.86,Line 08 - 09DR1,,4
Line 02 - 25_load=0.9465_wind=0.0357_0.7969_0.8459,Line 02 - 25,2.21,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9465_wind=0.0357_0.7969_0.8459,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9465_wind=0.0357_0.7969_0.8459,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 05 - 06_load=0.9465_wind=0.0357_0.7969_0.8459,Line 05 - 06,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9465_wind=0.0357_0.7969_0.8459,Line 05 - 08,1.46,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9465_wind=0.0357_0.7969_0.8459,Line 06 - 07,1.47,Line 01 - 39DR2,,5
Line 07 - 08_load=0.9465_wind=0.0357_0.7969_0.8459,Line 07 - 08,1.46,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9465_wind=0.0357_0.7969_0.8459,Line 08 - 09,1.97,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9465_wind=0.0357_0.7969_0.8459,Line 09 - 39,2.09,Line 01 - 02DR1,,4
Line 10 - 13_load=0.9465_wind=0.0357_0.7969_0.8459,Line 10 - 13,1.61,Line 01 - 39DR2,,5
Line 13 - 14_load=0.9465_wind=0.0357_0.7969_0.8459,Line 13 - 14,1.61,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9465_wind=0.0357_0.7969_0.8459,Line 15 - 16,2.13,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9465_wind=0.0357_0.7969_0.8459,Line 16 - 17,2.39,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9465_wind=0.0357_0.7969_0.8459,Line 16 - 19,1.86,G 04,Over-Speed,18
Line 16 - 21_load=0.9465_wind=0.0357_0.7969_0.8459,Line 16 - 21,2.19,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9465_wind=0.0357_0.7969_0.8459,Line 21 - 22,2.35,NSG_2,OverVoltage,40
Line 26 - 29_load=0.9465_wind=0.0357_0.7969_0.8459,Line 26 - 29,2.36,NSG_2,OverVoltage,1
Line 28 - 29_load=0.9465_wind=0.0357_0.7969_0.8459,Line 28 - 29,1.77,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9288_wind=0.1105_0.5554_0.4466,Line 01 - 02,1.71,Line 08 - 09DR1,,3
Line 01 - 39_load=0.9288_wind=0.1105_0.5554_0.4466,Line 01 - 39,2.12,NSG_2,OverVoltage,3
Line 02 - 25_load=0.9288_wind=0.1105_0.5554_0.4466,Line 02 - 25,2.21,NSG_2,OverVoltage,18
Line 03 - 04_load=0.9288_wind=0.1105_0.5554_0.4466,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9288_wind=0.1105_0.5554_0.4466,Line 04 - 05,1.46,Line 01 - 39DR2,,5
Line 05 - 06_load=0.9288_wind=0.1105_0.5554_0.4466,Line 05 - 06,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9288_wind=0.1105_0.5554_0.4466,Line 05 - 08,1.46,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9288_wind=0.1105_0.5554_0.4466,Line 06 - 07,1.47,Line 01 - 39DR2,,5
Line 06 - 11_load=0.9288_wind=0.1105_0.5554_0.4466,Line 06 - 11,3.12,Line 01 - 39DR2,,4
Line 07 - 08_load=0.9288_wind=0.1105_0.5554_0.4466,Line 07 - 08,1.46,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9288_wind=0.1105_0.5554_0.4466,Line 08 - 09,1.99,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9288_wind=0.1105_0.5554_0.4466,Line 09 - 39,2.16,Line 01 - 02DR1,,4
Line 10 - 13_load=0.9288_wind=0.1105_0.5554_0.4466,Line 10 - 13,1.47,Line 01 - 39DR2,,5
Line 13 - 14_load=0.9288_wind=0.1105_0.5554_0.4466,Line 13 - 14,1.46,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9288_wind=0.1105_0.5554_0.4466,Line 15 - 16,2.11,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9288_wind=0.1105_0.5554_0.4466,Line 16 - 17,2.35,NSG_2,OverVoltage,19
Line 16 - 19_load=0.9288_wind=0.1105_0.5554_0.4466,Line 16 - 19,1.81,G 05,Over-Speed,17
Line 16 - 21_load=0.9288_wind=0.1105_0.5554_0.4466,Line 16 - 21,2.16,NSG_2,OverVoltage,1
Line 16 - 24_load=0.9288_wind=0.1105_0.5554_0.4466,Line 16 - 24,2.11,NSG_2,OverVoltage,1
Line 17 - 18_load=0.9288_wind=0.1105_0.5554_0.4466,Line 17 - 18,2.13,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9288_wind=0.1105_0.5554_0.4466,Line 21 - 22,1.99,Line 23 - 24DR2,,78
Line 25 - 26_load=0.9288_wind=0.1105_0.5554_0.4466,Line 25 - 26,2.16,NSG_2,OverVoltage,1
Line 26 - 28_load=0.9288_wind=0.1105_0.5554_0.4466,Line 26 - 28,2.26,NSG_2,OverVoltage,1
Line 26 - 29_load=0.9288_wind=0.1105_0.5554_0.4466,Line 26 - 29,2.47,NSG_2,OverVoltage,18
Line 28 - 29_load=0.9288_wind=0.1105_0.5554_0.4466,Line 28 - 29,1.64,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0273_wind=0.1731_0.7643_0.3099,Line 01 - 02,1.8,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0273_wind=0.1731_0.7643_0.3099,Line 01 - 39,1.99,Line 08 - 09DR1,,4
Line 02 - 25_load=1.0273_wind=0.1731_0.7643_0.3099,Line 02 - 25,2.22,NSG_2,OverVoltage,18
Line 03 - 04_load=1.0273_wind=0.1731_0.7643_0.3099,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=1.0273_wind=0.1731_0.7643_0.3099,Line 05 - 08,1.59,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0273_wind=0.1731_0.7643_0.3099,Line 06 - 07,1.6,Line 01 - 39DR2,,5
Line 07 - 08_load=1.0273_wind=0.1731_0.7643_0.3099,Line 07 - 08,1.62,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0273_wind=0.1731_0.7643_0.3099,Line 08 - 09,2.96,Line 01 - 39DR2,,3
Line 09 - 39_load=1.0273_wind=0.1731_0.7643_0.3099,Line 09 - 39,2.68,Line 01 - 39DR2,,3
Line 10 - 11_load=1.0273_wind=0.1731_0.7643_0.3099,Line 10 - 11,1.62,Line 01 - 39DR2,,5
Line 14 - 15_load=1.0273_wind=0.1731_0.7643_0.3099,Line 14 - 15,1.61,Line 01 - 39DR2,,5
Line 15 - 16_load=1.0273_wind=0.1731_0.7643_0.3099,Line 15 - 16,2.11,NSG_2,OverVoltage,18
Line 16 - 17_load=1.0273_wind=0.1731_0.7643_0.3099,Line 16 - 17,2.4,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0273_wind=0.1731_0.7643_0.3099,Line 16 - 19,1.86,G 04,Over-Speed,20
Line 16 - 21_load=1.0273_wind=0.1731_0.7643_0.3099,Line 16 - 21,2.25,NSG_2,OverVoltage,18
Line 21 - 22_load=1.0273_wind=0.1731_0.7643_0.3099,Line 21 - 22,2.52,Line 23 - 24DR2,,81
Line 26 - 29_load=1.0273_wind=0.1731_0.7643_0.3099,Line 26 - 29,2.46,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0273_wind=0.1731_0.7643_0.3099,Line 28 - 29,1.7,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0548_wind=0.9561_0.3473_0.1044,Line 01 - 02,1.85,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0548_wind=0.9561_0.3473_0.1044,Line 01 - 39,2.07,Line 08 - 09DR1,,4
Line 02 - 03_load=1.0548_wind=0.9561_0.3473_0.1044,Line 02 - 03,1.44,Line 01 - 39DR2,,5
Line 02 - 25_load=1.0548_wind=0.9561_0.3473_0.1044,Line 02 - 25,2.23,NSG_2,OverVoltage,1
Line 08 - 09_load=1.0548_wind=0.9561_0.3473_0.1044,Line 08 - 09,2.89,NSG_2,OverVoltage,4
Line 09 - 39_load=1.0548_wind=0.9561_0.3473_0.1044,Line 09 - 39,2.59,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0548_wind=0.9561_0.3473_0.1044,Line 15 - 16,2.11,NSG_2,OverVoltage,1
Line 16 - 19_load=1.0548_wind=0.9561_0.3473_0.1044,Line 16 - 19,1.91,G 04,Over-Speed,20
Line 21 - 22_load=1.0548_wind=0.9561_0.3473_0.1044,Line 21 - 22,2.46,NSG_2,OverVoltage,48
Line 28 - 29_load=1.0548_wind=0.9561_0.3473_0.1044,Line 28 - 29,1.7,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0059_wind=0.25_0.8888_0.6507,Line 01 - 02,1.65,Line 08 - 09DR1,,3
Line 02 - 03_load=1.0059_wind=0.25_0.8888_0.6507,Line 02 - 03,3.14,Line 01 - 39DR2,,4
Line 02 - 25_load=1.0059_wind=0.25_0.8888_0.6507,Line 02 - 25,2.25,NSG_2,OverVoltage,14
Line 03 - 04_load=1.0059_wind=0.25_0.8888_0.6507,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 03 - 18_load=1.0059_wind=0.25_0.8888_0.6507,Line 03 - 18,3.13,Line 01 - 39DR2,,4
Line 04 - 05_load=1.0059_wind=0.25_0.8888_0.6507,Line 04 - 05,3.03,Line 01 - 39DR2,,4
Line 04 - 14_load=1.0059_wind=0.25_0.8888_0.6507,Line 04 - 14,3.07,Line 01 - 39DR2,,4
Line 05 - 06_load=1.0059_wind=0.25_0.8888_0.6507,Line 05 - 06,3.05,Line 01 - 39DR2,,4
Line 05 - 08_load=1.0059_wind=0.25_0.8888_0.6507,Line 05 - 08,3.02,Line 01 - 39DR2,,4
Line 06 - 07_load=1.0059_wind=0.25_0.8888_0.6507,Line 06 - 07,3.04,Line 01 - 39DR2,,4
Line 06 - 11_load=1.0059_wind=0.25_0.8888_0.6507,Line 06 - 11,3.12,Line 01 - 39DR2,,4
Line 07 - 08_load=1.0059_wind=0.25_0.8888_0.6507,Line 07 - 08,3.03,Line 01 - 39DR2,,4
Line 08 - 09_load=1.0059_wind=0.25_0.8888_0.6507,Line 08 - 09,1.87,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0059_wind=0.25_0.8888_0.6507,Line 09 - 39,1.96,Line 01 - 02DR1,,4
Line 10 - 11_load=1.0059_wind=0.25_0.8888_0.6507,Line 10 - 11,3.06,Line 01 - 39DR2,,4
Line 15 - 16_load=1.0059_wind=0.25_0.8888_0.6507,Line 15 - 16,2.16,NSG_2,OverVoltage,21
Line 16 - 17_load=1.0059_wind=0.25_0.8888_0.6507,Line 16 - 17,2.13,Line 01 - 39DR2,,4
Line 16 - 19_load=1.0059_wind=0.25_0.8888_0.6507,Line 16 - 19,1.84,G 04,Over-Speed,20
Line 16 - 21_load=1.0059_wind=0.25_0.8888_0.6507,Line 16 - 21,2.19,NSG_2,OverVoltage,18
Line 16 - 24_load=1.0059_wind=0.25_0.8888_0.6507,Line 16 - 24,3.0,Line 01 - 39DR2,,4
Line 17 - 18_load=1.0059_wind=0.25_0.8888_0.6507,Line 17 - 18,2.22,NSG_2,OverVoltage,18
Line 21 - 22_load=1.0059_wind=0.25_0.8888_0.6507,Line 21 - 22,2.07,Line 23 - 24DR2,,53
Line 23 - 24_load=1.0059_wind=0.25_0.8888_0.6507,Line 23 - 24,3.16,Line 01 - 39DR2,,4
Line 25 - 26_load=1.0059_wind=0.25_0.8888_0.6507,Line 25 - 26,2.26,NSG_2,OverVoltage,18
Line 26 - 27_load=1.0059_wind=0.25_0.8888_0.6507,Line 26 - 27,3.02,Line 01 - 39DR2,,4
Line 26 - 28_load=1.0059_wind=0.25_0.8888_0.6507,Line 26 - 28,2.35,NSG_2,OverVoltage,18
Line 26 - 29_load=1.0059_wind=0.25_0.8888_0.6507,Line 26 - 29,2.35,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0059_wind=0.25_0.8888_0.6507,Line 28 - 29,1.67,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9367_wind=0.8827_0.6099_0.301,Line 01 - 02,1.73,Line 08 - 09DR1,,3
Line 01 - 39_load=0.9367_wind=0.8827_0.6099_0.301,Line 01 - 39,1.87,Line 08 - 09DR1,,4
Line 02 - 03_load=0.9367_wind=0.8827_0.6099_0.301,Line 02 - 03,1.46,Line 01 - 39DR2,,4
Line 02 - 25_load=0.9367_wind=0.8827_0.6099_0.301,Line 02 - 25,2.22,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9367_wind=0.8827_0.6099_0.301,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9367_wind=0.8827_0.6099_0.301,Line 04 - 05,1.46,Line 01 - 39DR2,,5
Line 05 - 06_load=0.9367_wind=0.8827_0.6099_0.301,Line 05 - 06,1.61,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9367_wind=0.8827_0.6099_0.301,Line 05 - 08,1.46,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9367_wind=0.8827_0.6099_0.301,Line 06 - 07,1.47,Line 01 - 39DR2,,5
Line 07 - 08_load=0.9367_wind=0.8827_0.6099_0.301,Line 07 - 08,1.47,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9367_wind=0.8827_0.6099_0.301,Line 08 - 09,2.0,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9367_wind=0.8827_0.6099_0.301,Line 09 - 39,2.14,Line 01 - 02DR1,,4
Line 15 - 16_load=0.9367_wind=0.8827_0.6099_0.301,Line 15 - 16,2.11,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9367_wind=0.8827_0.6099_0.301,Line 16 - 17,2.39,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9367_wind=0.8827_0.6099_0.301,Line 16 - 19,1.88,G 04,Over-Speed,18
Line 16 - 21_load=0.9367_wind=0.8827_0.6099_0.301,Line 16 - 21,2.21,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9367_wind=0.8827_0.6099_0.301,Line 21 - 22,2.31,NSG_2,OverVoltage,34
Line 28 - 29_load=0.9367_wind=0.8827_0.6099_0.301,Line 28 - 29,1.91,Line 26 - 29DR1,,8
Line 16 - 19_load=1.1903_wind=0.0337_0.8323_0.0024,Line 16 - 19,2.3,G 05,Over-Speed,18
Line 28 - 29_load=1.1903_wind=0.0337_0.8323_0.0024,Line 28 - 29,1.9,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8399_wind=0.1024_0.8099_0.2881,Line 01 - 02,1.8,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8399_wind=0.1024_0.8099_0.2881,Line 01 - 39,1.97,Line 08 - 09DR1,,4
Line 02 - 03_load=0.8399_wind=0.1024_0.8099_0.2881,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=0.8399_wind=0.1024_0.8099_0.2881,Line 02 - 25,2.16,NSG_2,OverVoltage,1
Line 03 - 04_load=0.8399_wind=0.1024_0.8099_0.2881,Line 03 - 04,1.57,Line 01 - 39DR2,,5
Line 05 - 08_load=0.8399_wind=0.1024_0.8099_0.2881,Line 05 - 08,1.62,Line 01 - 39DR2,,5
Line 06 - 07_load=0.8399_wind=0.1024_0.8099_0.2881,Line 06 - 07,1.63,Line 01 - 39DR2,,5
Line 06 - 11_load=0.8399_wind=0.1024_0.8099_0.2881,Line 06 - 11,1.62,Line 01 - 39DR2,,5
Line 08 - 09_load=0.8399_wind=0.1024_0.8099_0.2881,Line 08 - 09,2.47,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8399_wind=0.1024_0.8099_0.2881,Line 09 - 39,2.81,Line 01 - 39DR2,,3
Line 10 - 11_load=0.8399_wind=0.1024_0.8099_0.2881,Line 10 - 11,1.66,Line 01 - 39DR2,,5
Line 15 - 16_load=0.8399_wind=0.1024_0.8099_0.2881,Line 15 - 16,2.11,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8399_wind=0.1024_0.8099_0.2881,Line 16 - 17,2.37,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8399_wind=0.1024_0.8099_0.2881,Line 16 - 19,1.79,G 05,Over-Speed,17
Line 16 - 21_load=0.8399_wind=0.1024_0.8099_0.2881,Line 16 - 21,2.16,NSG_2,OverVoltage,1
Line 17 - 18_load=0.8399_wind=0.1024_0.8099_0.2881,Line 17 - 18,2.18,NSG_2,OverVoltage,1
Line 21 - 22_load=0.8399_wind=0.1024_0.8099_0.2881,Line 21 - 22,2.28,NSG_2,OverVoltage,1
Line 26 - 29_load=0.8399_wind=0.1024_0.8099_0.2881,Line 26 - 29,2.35,NSG_2,OverVoltage,1
Line 28 - 29_load=0.8399_wind=0.1024_0.8099_0.2881,Line 28 - 29,2.3,NSG_2,OverVoltage,1
Line 01 - 02_load=0.9041_wind=0.9105_0.6745_0.4391,Line 01 - 02,1.77,Line 08 - 09DR1,,3
Line 01 - 39_load=0.9041_wind=0.9105_0.6745_0.4391,Line 01 - 39,1.92,Line 08 - 09DR1,,4
Line 02 - 03_load=0.9041_wind=0.9105_0.6745_0.4391,Line 02 - 03,1.46,Line 01 - 39DR2,,5
Line 02 - 25_load=0.9041_wind=0.9105_0.6745_0.4391,Line 02 - 25,2.2,NSG_2,OverVoltage,1
Line 05 - 08_load=0.9041_wind=0.9105_0.6745_0.4391,Line 05 - 08,1.62,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9041_wind=0.9105_0.6745_0.4391,Line 06 - 07,1.64,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9041_wind=0.9105_0.6745_0.4391,Line 08 - 09,2.07,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9041_wind=0.9105_0.6745_0.4391,Line 09 - 39,2.22,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9041_wind=0.9105_0.6745_0.4391,Line 10 - 11,1.67,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9041_wind=0.9105_0.6745_0.4391,Line 15 - 16,2.11,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9041_wind=0.9105_0.6745_0.4391,Line 16 - 17,2.45,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9041_wind=0.9105_0.6745_0.4391,Line 16 - 19,1.88,G 04,Over-Speed,2
Line 28 - 29_load=0.9041_wind=0.9105_0.6745_0.4391,Line 28 - 29,2.31,NSG_2,OverVoltage,1
Line 01 - 02_load=0.8195_wind=0.5534_0.3949_0.5344,Line 01 - 02,1.94,Line 08 - 09DR1,,4
